,en,fr,hypo,pplx,prec,rec
42,tax cuts are often used as a major fiscal tool to stimulate the economy .,減税 は しばしば 経済 を 刺激 する 重要 な 財政 政策 手段 と し て 使 わ れ る 。,_UNK _UNK _UNK _UNK a a a . . . _EOS,52.37054435215927,0.18181818181818182,0.13333333333333333
43,the bridge crashed under the pressure .,橋 が 圧力 で 落ち た 。,the _UNK _UNK _UNK . . _EOS,30.0722551013552,0.2857142857142857,0.2857142857142857
44,i know the facts well enough .,私 は その 事実 を 十分 よく 知 っ て い る 。,i have the the the the . . _EOS,25.12265534592322,0.3333333333333333,0.42857142857142855
45,it won &apos;t be easy to find someone capable of taking his place .,彼 の 後 を 継 ぐ だけ の 能力 の あ る 人物 を 見つけ る の は 容易 で は な い だ ろ う 。,it &apos;s the his his his his his his his his . . _EOS,33.030646805264325,0.21428571428571427,0.21428571428571427
46,i hurried in order to catch the first train .,私 は 一 番 列車 に 間に合 う よう に 急 い だ 。,i have a to in in in . _EOS,32.82696664856268,0.4444444444444444,0.4
47,i cannot put up with his idleness any longer .,私 は もはや 彼 の なまけ を 我慢 出来 な い 。,i cannot &apos;t him his . . _EOS,31.204755448794234,0.5,0.4
48,she resembles her aunt .,彼女 は 叔母 に 似 て い る 。,she is very in in . . _EOS,48.40512369466884,0.25,0.4
49,he earns a good salary .,彼 は い い 給料 を もら っ て い る 。,he is a good . . _EOS,16.31952970953901,0.5714285714285714,0.6666666666666666
50,the boy singing a song is my brother .,歌 を 歌 っ て い る 少年 は 私 の 弟 で す 。,the is is is is my . . _EOS,34.71504857312747,0.4444444444444444,0.4444444444444444
51,she was lying face down on the bed .,彼女 は ベッド の 上 に うつ伏せ に 倒れ て い た 。,she was in the the the . . _EOS,20.420935171076998,0.4444444444444444,0.4444444444444444
52,i have an urgent matter to attend to .,急 い で する 事 が あ る 。,there are a a . . _EOS,89.9841089511016,0.14285714285714285,0.1111111111111111
53,i had to cancel my trip on account of the strike .,私 は 、 ストライキ の ため に 、 旅行 を 中止 し な けれ ば な ら な かっ た 。,i had &apos;t have to to to my my my . _EOS,23.925308705787735,0.4166666666666667,0.4166666666666667
54,everyone is not honest .,だれ で も が み な 正直 と は 限 ら な い 。,we is not be is . . _EOS,36.86206382502938,0.375,0.6
55,"if i were in your place , i would lend him a hand .",もし 私 が 君 の 立場 なら 、 彼 を 手伝 っ て や る だ ろ う に 。,"if you , , you you you you you . . _EOS",36.79165015130677,0.25,0.21428571428571427
56,you should cultivate the habit of getting up early .,早起き の 習慣 を 養 う よう に し なさ い 。,please the the the the . . _EOS,87.93532754455983,0.25,0.2
57,i will never forget seeing you .,君 に 会 っ た こと を 私 は 決して 忘れ ま せ ん 。,i don &apos;t you you you you . _EOS,11.958876926221663,0.3333333333333333,0.42857142857142855
58,have you ever been to canada ?,カナダ へ 行 っ た こと が あ り ま す か 。,do you you to to ? ? _EOS,14.65867541369082,0.375,0.42857142857142855
59,the front of the bus was not crowded .,バス の 前 の ほう は す い て い た 。,i was a of of the . . _EOS,63.174028309940574,0.4444444444444444,0.4444444444444444
60,he was welcomed wherever he went .,彼 は 出かけ た 先々 で 歓迎 さ れ た 。,he was a _UNK _UNK . . _EOS,11.719941886904238,0.375,0.42857142857142855
61,he sometimes forgets what he was talking about .,彼 は 自分 が 何 を 話 し て い る か を 時々 忘れ て しま う 。,he will the _UNK for for . . _EOS,39.91455422877553,0.2222222222222222,0.2222222222222222
62,she is in no humor for task .,彼女 は その 仕事 を する 気分 で は な い 。,she is not the the the the . . _EOS,20.815030897214903,0.3,0.375
63,i like baseball .,私 は 野球 が 好き だ 。,i like like . . _EOS,5.378074316667046,0.5,0.75
64,no person by that name is listed in the register of the school .,その 名 の 人 は 学籍 簿 に 載 っ て ま せ ん 。,the _UNK _UNK the the the _UNK _UNK . . _EOS,103.35759012047298,0.2727272727272727,0.21428571428571427
65,"if the harvest gets any worse , there could be a famine .",収穫 が もっと 悪 く な れ ば 、 飢饉 が 起こ る か も 知れ な い 。,"we must have , , you , , you , . . _EOS",57.126643000107336,0.15384615384615385,0.15384615384615385
66,father went red with anger when i behaved rudely towards him .,父 は 私 が 彼 に 対 し て 失礼 な 言動 を と っ た とき 、 怒り で 顔 が 真っ赤 に な っ た 。,"my father his his his , his , . . . . . _EOS",46.94988514003424,0.14285714285714285,0.16666666666666666
67,he was standing at the top of the mountain .,彼 は 山 の 頂上 に 立 っ て い ま し た 。,he was his the the . . _EOS,28.14808866376354,0.625,0.5
68,we all like cycling .,私 たち みんな 自転 車 に 乗 る の が 好き で す 。,we are a a a . . _EOS,38.04973776428429,0.25,0.4
69,babies often fall down .,赤ん坊 は よく 転 ぶ 。,the &apos;s a . . . _EOS,95.92113705054645,0.14285714285714285,0.2
70,the question was too difficult to answer .,その 質問 は 難し すぎ て 答え られ な かっ た 。,the was was not to to to . . _EOS,20.124221816398112,0.4,0.5
71,she looks like a teacher .,彼女 は 教師 の よう に 見え る 。,she is a in . . _EOS,15.865218790569312,0.42857142857142855,0.5
72,&quot; weren &apos;t you there ? &quot; asked mr jordan .,ジョーダン さん は 「 授業 に 出 て い な かっ た の で す か 」 と たずね た 。,"i had i , , , , i , , i _UNK _UNK . . _EOS",42.107979796665916,0.0625,0.09090909090909091
73,"&quot; anything else ? &quot; &quot; no , that &apos;s all . &quot;",「 ほか に 何 か 要 り ま す か 」 「 それ だけ で 結構 で す 」,&quot; you you you you &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot;,24.324824638967197,0.2,0.3076923076923077
74,worry affected his health .,気 苦労 が 彼 の 体 に 響 い た 。,the _UNK _UNK his his . . _EOS,257.7192559763101,0.25,0.4
75,he explained it at length .,彼 は それ を 詳し く 説明 し だ し た 。,he made his his . . _EOS,21.289919160940038,0.2857142857142857,0.3333333333333333
76,"&quot; cheer up , &quot; she said to me .",「 元気 を 出 し なさ い 」 と 彼女 は 私 に 言 い ま し た 。,"i was a i , , , i . . _EOS",18.131965415011575,0.18181818181818182,0.2
77,i &apos;m not really familiar with computers .,本当 を 言 う と 、 コンピューター に は 詳し く な い の で す 。,"it you , you , , not . . . _EOS",80.04363640167975,0.18181818181818182,0.25
78,i want to chill the wine more .,ワイン を もっと 冷や し た い 。,i want to to to the the . . _EOS,13.786003753739521,0.5,0.625
79,"she is in a temper , because she missed her usual train in the subway and had to walk to work .",彼女 は 機嫌 が 悪 い と い う の も 、 いつ も 地下 鉄 に 乗 り 遅れ 仕事 場 まで 歩 く 羽目 に な っ た から だ 。,she was the to to the the the the the the the . . _EOS,34.538655541041834,0.3333333333333333,0.22727272727272727
80,it said rain from this evening .,夕方 から 雨 だ って い っ て い た よ 。,it was was a a . . _EOS,39.192895367874016,0.25,0.2857142857142857
81,by tomorrow morning all the world will have been covered with snow .,あす の 朝 まで に は 一面 の 銀 世界 に な っ て い る だ ろ う 。,the _UNK to to _UNK _UNK in the the . . _EOS,118.38014552628987,0.16666666666666666,0.15384615384615385
82,"had i known it , i would have told you .",知 っ て い れ ば 教え て あげ た ん だ けど 。,"i i i , i , i . . _EOS",37.474589516569914,0.4,0.36363636363636365
83,ignorance is bliss .,無知 は 幸福 。,_UNK &apos;s _UNK . . _EOS,110.18499132685048,0.16666666666666666,0.25
84,what a waste of your lawyer qualifications !,せっかく 弁護 士 の 資格 が あ る の に もったい な い 。,there is the _UNK in in in the the . . _EOS,166.9240544209106,0.0,0.0
85,make the best of your small income .,少な い 収入 を でき る 限り いか し た い 。,i want to i to to to a a . . _EOS,163.68813560145958,0.08333333333333333,0.125
86,may i call on you some day ?,いつ か あなた を 訪問 し て も い い で す か 。,may you you you you you ? _EOS,13.759828604261129,0.375,0.375
87,i didn &apos;t know whether to stay here or go to london .,私 は ここ に とどま る べ き か ロンドン へ 行 く べ き か 分か ら な かっ た 。,i had &apos;t go to to to to to . . _EOS,15.255225198189553,0.5,0.46153846153846156
88,dan is often scolded by his mother .,ダン は よく お 母 さん に しか ら れ る 。,_UNK is _UNK to to in _UNK . . _EOS,23.86977647640366,0.2,0.25
89,george is quite talkative .,ジョージ は とても 話 好き だ 。,i like very very . . _EOS,36.49955902655698,0.14285714285714285,0.2
90,there are cases where the system doesn &apos;t go .,システム が 作動 し な い 場合 が あ る 。,there is a _UNK _UNK _UNK . _EOS,141.0552821962171,0.25,0.2
91,she goes to the movies once a week .,彼女 は 毎週 １ 回 映画 を 見 に 行 く 。,she _UNK the the the the the . . _EOS,17.043228661639574,0.3,0.3333333333333333
92,he is fine and gentle .,彼 は とって も やさし い よ 。,he is a good . . _EOS,17.898983946294358,0.42857142857142855,0.5
93,i am almost 180 centimeters tall .,私 は ほとんど １８０ センチ で す 。,i &apos;m like _UNK _UNK _UNK . _EOS,9.507919602112839,0.25,0.2857142857142857
94,he resembles his mother .,彼 は 母親 に 似 て い る 。,he is a to . . _EOS,36.5120785444315,0.2857142857142857,0.4
95,tokyo is by far the largest city in japan .,東京 は だんぜん 日本 で 一番 大き い 都市 で す 。,the is is _UNK _UNK in in _UNK . . _EOS,32.94358855617957,0.36363636363636365,0.4
96,"if you wish to get on in the world , you must not shrink from effort .",出世 し た い の なら 、 努力 を おそれ て は な ら な い 。,"i don &apos;t i i i , , . . . _EOS",41.83735229910042,0.16666666666666666,0.11764705882352941
97,"&quot; it &apos;s still shallow , eh . my feet still touch the bottom . &quot; &quot; it &apos;s quite a shallow beach . yotsuba , you can still touch the bottom can &apos;t you ? &quot;",「 まだ 浅 い ね 。 足 とど く 」 「 結構 遠浅 だ な 。 よ つば も まだ 足 つ く だ ろ 」,"&quot; &quot; , , , , , &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot;",38.163040225499536,0.3,0.16216216216216217
98,my grandfather hopes that i will enter college .,私 の お じい ちゃん は 私 が 大学 に 行 く こと を 望 ん で い る 。,my father is to to to my . . _EOS,48.253012143395566,0.2,0.2222222222222222
99,it &apos;s easy to lose track of time when you are in las vegas .,ラスベガス が い る と 時間 が 経 つ の を 忘れ る 。,the _UNK _UNK _UNK a _UNK . . _EOS,131.48925187364827,0.1111111111111111,0.06666666666666667
100,he glared at me fiercely .,彼 は 非常 な 剣幕 で 私 を にらみ付け た 。,he _UNK his his a . . _EOS,6.575408084983306,0.25,0.3333333333333333
101,a fence between makes love more keen .,間 の 垣根 が 恋 を いっそう 燃え立 た せ る 。,the _UNK _UNK _UNK in the the the . . _EOS,207.3650157409812,0.09090909090909091,0.125
102,caroline knows better than to spend all her money on clothes .,キャロライン は すべて の お 金 を 洋服 に 使 う ほど 愚か で は な い 。,_UNK is _UNK to to _UNK the _UNK the the . . _EOS,41.42150578463924,0.15384615384615385,0.16666666666666666
103,he has just been appointed the u.s. ambassador to japan .,彼 は 駐日 アメリカ 大使 に 命 じ られ た ばかり で す 。,he is a _UNK _UNK _UNK _UNK _UNK . . _EOS,20.2225747204519,0.18181818181818182,0.18181818181818182
104,she married to the kind of man you would expect her to pick .,彼女 なら 当然 選 び そう な 人 と 彼女 は 結婚 し た 。,she _UNK her her her to her her her her . _EOS,46.05114150716339,0.3333333333333333,0.2857142857142857
105,i met my friend on the street .,昨日 通り で 友人 に 会 っ た 。,i had a a the the . . _EOS,10.448572004923752,0.3333333333333333,0.375
106,liquor will have an effect on a person .,お 酒 を 飲 む と 影響 が 出 る もの だ 。,"i , a you you you . . _EOS",45.36660166194311,0.2222222222222222,0.2222222222222222
107,i believe in you .,君 を 信頼 し て い る 。,i your you you . . _EOS,9.004309070090923,0.42857142857142855,0.6
108,our train went at 200 kilometers an hour .,我々 の 列車 は 時速 ２００ キロ で 走 っ た 。,our _UNK _UNK _UNK the _UNK the . _EOS,24.691646399690313,0.2222222222222222,0.2222222222222222
109,we are crying .,私 たち は 泣 い て い る の 。,we are is . . _EOS,10.498659565331089,0.5,0.75
110,she caught her breath .,彼女 は 息 を 飲 ん だ 。,she is a her . . _EOS,18.67562032651772,0.42857142857142855,0.6
111,you must not smoke till you grow up .,君 たち は 大人 に な る まで タバコ を 吸 っ て は いけ な い 。,you must not to to to to to the . . _EOS,35.140291902496024,0.3333333333333333,0.4444444444444444
112,he tapered off to one cigarette a day .,彼 は たばこ を 一 日 一 本 に 減ら し て い っ た 。,he made the the the the the . . _EOS,20.610301645683002,0.2,0.2222222222222222
113,your daughter &apos;s on drugs .,貴殿 の 娘 さん は 麻薬 漬け で す 。,_UNK is is _UNK _UNK _UNK _UNK _UNK _UNK . _EOS,70.12002266413964,0.09090909090909091,0.16666666666666666
114,let &apos;s put her in charge of that .,彼女 を その 任務 に 就け よう 。,i &apos;m her to the her . . _EOS,32.11274242485994,0.2222222222222222,0.2222222222222222
115,a travel agent arranged everything for our trip .,ある 旅行 会社 が 我々 の 旅行 の 手配 を 全部 し て くれ た 。,the _UNK _UNK the to in the the the the . . _EOS,85.13902562658093,0.07692307692307693,0.1111111111111111
116,she may well be proud of her son .,彼女 が 息子 を 自慢 する の も もっとも だ 。,it is her her her her her her her . _EOS,17.97505984846947,0.18181818181818182,0.2222222222222222
117,the pain shoots into my right leg .,痛み が 右脚 に 走 り ま す 。,i &apos;m a in in . . _EOS,56.625294692917656,0.125,0.125
118,the list of participants is as follows .,参加 者 の リスト は 次 の とおり で す 。,the is is is the . . _EOS,43.422002254330486,0.375,0.375
119,she will often go shopping on holidays .,彼女 は 休日 に な る と よく 買い物 に 行 き ま す 。,i will will to to to to . . . _EOS,25.69168212254896,0.18181818181818182,0.25
120,i spent all yesterday afternoon cleaning my room .,昨日 の 午後 は ずっと 、 私 の 部屋 を 掃除 する の に 費や し た 。,the _UNK _UNK me to to my my my . . _EOS,97.50908143873997,0.16666666666666666,0.2222222222222222
121,something is always going wrong with the machine .,その 機械 は いつ も どこ か 故障 ばかり し て い る 。,the is is always to the . . _EOS,32.68145184401515,0.4444444444444444,0.4444444444444444
122,please check if the meat is being roasted at the right heat .,焼き肉 の 火 加減 を 見 なさ い 。,the _UNK _UNK _UNK the _UNK _UNK . . _EOS,89.94081182888044,0.3,0.23076923076923078
123,i asked her to marry me and she accepted .,彼女 に 結婚 し て くれ な い か と 言 っ たら 彼女 は 承知 し て くれ た 。,she came me to her to her her her . . _EOS,33.21433689805682,0.4166666666666667,0.5
124,would you be kind enough to tell me the truth ?,本当 の こと を おっしゃ っ て いただけ ま せ ん か 。,can you you me me the the the ? _EOS,35.006533966959175,0.4,0.36363636363636365
125,his father breathed his last this morning .,彼 の 父 は 今朝 息 を 引き取 り ま し た 。,his father _UNK his his . . _EOS,17.022783394947822,0.5,0.5
126,she tried to commit suicide .,彼女 は 自殺 を し よう と し た 。,she _UNK the her her . . _EOS,8.49503384368301,0.25,0.3333333333333333
127,he lost his way in the woods .,彼 は 森 で 迷 っ た 。,he was his in . . _EOS,25.74092092220157,0.5714285714285714,0.5
128,"if my wife calls , just tell her i &apos;m in an important meeting and cannot be disturbed .",妻 が 電話 し て き た ら 、 私 は 重要 な 会議 中 で 出 られ な い と 言 っ て くださ い 。,"if you , , , i , i have to to to . . . . . _EOS",61.23295201318632,0.2222222222222222,0.21052631578947367
129,we often eat foods which are harmful to our health without knowing it .,私 たち は 健康 に 有害 な 食品 を 知 ら ず に 食べ て い る 事 が よく あ る 。,we have have a _UNK _UNK in _UNK in _UNK in the . . . _EOS,60.229310682496696,0.125,0.14285714285714285
130,i don &apos;t know how to cook too many things .,料理 の レパートリー は 限 ら れ て る の 。,the are is _UNK _UNK . . _EOS,284.90828178559434,0.125,0.09090909090909091
131,what heading does this book come under ?,この 本 は 何 の 項目 に 入 り ま す か 。,is is this this this ? _EOS,31.221449612869005,0.2857142857142857,0.25
132,he finally made up his mind to marry the girl he had met in paris .,彼 は パリ 出会 っ た 女性 と 結婚 する 決心 を し た 。,he _UNK me to to to to he . . _EOS,64.6184630227613,0.36363636363636365,0.25
133,he bothered her with questions .,彼 は 彼女 に うるさ く 質問 し て 困 ら せ た 。,he _UNK her to her her . . _EOS,11.038037107250188,0.3333333333333333,0.5
134,can you direct me to the nearest subway station ?,最寄り の 地下 鉄 へ 行 く 道 を 教え て くれ ま せ ん か 。,can you you me to to the the the the the ? ? _EOS,29.50962865465533,0.42857142857142855,0.6
135,"after all is said and done , he was a first @-@ rate novelist .",彼 は 結局 は 一流 の 小説 家 で あ っ た 。,he was his the the the . . _EOS,328.1514221248085,0.3333333333333333,0.2
136,drivers must observe the traffic rules .,運転 者 は 交通 規則 を 守 ら ね ば な ら な い 。,the must have the the the the . _EOS,33.36041043254715,0.3333333333333333,0.42857142857142855
137,he is not so much a politician as a merchant .,彼 は 政治 家 と い う より も むしろ 商人 だ 。,he is that to to a a . . . _EOS,19.674573119196126,0.45454545454545453,0.45454545454545453
138,he acceded to my proposal .,彼 は 私 の 提案 に 同意 し た 。,he _UNK me to me . _EOS,7.443731283875977,0.42857142857142855,0.5
139,don &apos;t press your opinion on me .,自分 の 考え を 僕 に 押しつけ る な 。,don &apos;t make to _UNK my . . _EOS,19.546454644455487,0.3333333333333333,0.375
140,he played tennis .,彼 は テニス を し た 。,he made me a . _EOS,15.0456912591303,0.3333333333333333,0.5
141,back into the hole where i was born .,薄汚 い 生まれ た 故郷 の 街 に 戻 っ て き た 。,"i had a , , the to the . . _EOS",67.0448169627215,0.2727272727272727,0.3333333333333333
142,the car ran into a guardrail .,車 は ガードレール に 衝突 し た 。,the _UNK _UNK in in . . _EOS,9.49018708284115,0.25,0.2857142857142857
143,there are enough accidents without asking for one .,注意 し て い て も 事故 は いろいろ 起き て い ま す から ね 。,"it &apos;s , , you you you . . . _EOS",73.49023667000236,0.09090909090909091,0.1111111111111111
144,neither of his students passed the exam .,彼 の 教え子 の 中 で その 試験 に 合格 し た 者 は い な かっ た 。,i was &apos;t his his his his his his . . . _EOS,169.68350522838477,0.15384615384615385,0.25
145,my tape recorder is compatible with your amplifier .,私 の テープ レコーダー は 君 の アンプ に も つなげ られ る 。,my _UNK is _UNK _UNK _UNK _UNK . . _EOS,6.161371805311882,0.3,0.3333333333333333
146,he was injured in a railway accident .,彼 は 列車 事故 で けが を し た 。,he made the the the . . _EOS,29.717128412473116,0.25,0.25
147,the batter struck out swinging .,バッター は 空振り の 三振 を し た 。,the _UNK _UNK _UNK _UNK _UNK . . _EOS,12.77511768609983,0.2222222222222222,0.3333333333333333
148,"death is certain to all , all shall die .",死 は 万 人 に 来る べ き もの 、 すべて 人 は 死 す べ き もの な り 。,"the is , , , , not . . . . _EOS",50.333152040666626,0.25,0.3
149,i really enjoyed myself tonight .,今日 は 楽し かっ た 。,i had &apos;t have . . _EOS,46.485996056038054,0.2857142857142857,0.3333333333333333
150,i had written the letter when he came .,彼 が 来 た とき は 私 は その 手紙 を 書 き 終え て い た 。,the _UNK was the the the the the the . . _EOS,28.235114746390078,0.16666666666666666,0.2222222222222222
151,"then , at last , the policeman lowered his arm .",そして 、 ようやく その 警官 は 腕 を 下げ た 。,the _UNK _UNK the _UNK in the . _EOS,93.12124961956924,0.2222222222222222,0.18181818181818182
152,we kept on working for hours without eating anything .,我々 は 何 も 食べ ず に 何 時間 も 働 き 続け た 。,we had to we to to in . . . _EOS,47.52140295267838,0.18181818181818182,0.2
153,we talked over our problems .,私 達 は 、 自ら の 問題 に つ い て 話し合 っ た 。,we were a to to the the . . _EOS,91.59461855342455,0.2,0.3333333333333333
154,we had a very vigorous debate .,私 たち は とても 活発 な 討論 を し た 。,we _UNK a _UNK _UNK . . _EOS,5.449316050213308,0.375,0.42857142857142855
155,i prefer spring to fall .,秋 より 春 の ほう が 好き だ 。,i like like to than than . . _EOS,59.69086362857455,0.3333333333333333,0.5
156,it is too far to go on foot from here to the hotel . better take a taxi .,ここ から ホテル まで 徒歩 で 行 く に は 遠 すぎ ま す 。 タクシー に お 乗 り なさ い 。,it me to to to the the the the the the . . _EOS,47.47607423172899,0.42857142857142855,0.3157894736842105
157,everyone always speaks well of tony .,みんな いつ も トニー を ほめ る 。,i will always a a . . _EOS,49.978166778325374,0.25,0.2857142857142857
158,all of these abilities are passed on to us by genetic transmission ; we receive them by way of the genes that we inherit from our parents .,後者 の 能力 は すべて 遺伝 に よ っ て 私 達 に 伝え られ る 。 つまり 、 親 から 受け つ ぐ 遺伝 子 を 通 し て 私 たち は そう し た 能力 を 受け取 る の で あ る 。,"_UNK _UNK a , , , , , a a a a a a a a a a a a",46.58442689900026,0.0,0.0
159,"in other words , i don &apos;t like to work with him .",言い換え れ ば 、 私 は 彼 と 働 き た く な い 。,"i don not , him he i . . _EOS",53.17064381901744,0.5,0.38461538461538464
