,en,fr,hypo,pplx,prec,rec
27,the picnic was called off because of rain .,ピクニック は 雨 の ため に 中止 に な っ た 。,the train has the for the the the . . _EOS,27.999331723604705,0.18181818181818182,0.2222222222222222
28,he often stays away from home on the weekend .,彼 は 週末 に よく 家 を 空け る 。,he _UNK his in in _UNK . _EOS,35.571306506400276,0.25,0.2
29,the german shepherd was limping down the street .,その シェパード は 、 びっこ を ひ き ながら 道 を 歩 い て い た 。,the _UNK were _UNK on _UNK the the the . . . _EOS,24.388904056413818,0.23076923076923078,0.3333333333333333
30,bob has too many books to read .,ボブ は 読 み きれ な い ほど たくさん の 本 を 持 っ て い る 。,the has have have to his his . . _EOS,27.87683508154452,0.3,0.375
31,he hammered nails into the plank .,板 に くぎ を 打ち込 ん だ 。,he _UNK _UNK to to _UNK . . _EOS,4.663406035839994,0.2222222222222222,0.2857142857142857
32,have you finished your homework already ?,宿題 は もう 終わ っ た の で す か 。,have you you finished the the ? ? _EOS,11.364146347795394,0.4444444444444444,0.5714285714285714
33,that &apos;s about it .,まず その 辺 で す 。,"that is , , is is is . _EOS",150.96400167060096,0.2222222222222222,0.4
34,my dream is to take a round @-@ the @-@ world trip .,夢 は 、 世界 一周 旅行 。,a is a _UNK . . _EOS,351.31520237740733,0.42857142857142855,0.23076923076923078
35,please take me home tonight .,今夜 は 家 に つれ て い っ て く れ 。,let &apos;s _UNK . . _EOS,38.0968116684368,0.16666666666666666,0.16666666666666666
36,i have had to stay in bed for two days .,２ 日間 ベッド に い な く て は な ら な かっ た 。,the _UNK had to two two two . . _EOS,54.32126132727179,0.4,0.36363636363636365
37,the firemen had the fire out in no time .,消防 士 は あっ と い う 間 に 火 を 消 し た 。,the _UNK _UNK _UNK his _UNK _UNK . _EOS,36.57821259415581,0.2222222222222222,0.2
38,can i borrow your umbrella ?,あなた の 傘 を 借り て い い で す か 。,may you your your ? _EOS,12.11466596786788,0.3333333333333333,0.3333333333333333
39,i will stay home if it rains tomorrow .,明日 雨降り なら 私 は 家 に い ま す 。,i will be like on on tomorrow tomorrow tomorrow tomorrow _EOS,30.292997281394193,0.2727272727272727,0.3333333333333333
40,she was the last to cross the finishing line .,彼女 が 最後 に ゴール し た 人 で す 。,she is well well well well well . . _EOS,39.93063354406521,0.2,0.2
41,nothing is more vivid than a picture .,写真 ほど 鮮明 な もの は な い 。,nothing is no _UNK _UNK _UNK . _EOS,12.594664707899717,0.375,0.375
42,tax cuts are often used as a major fiscal tool to stimulate the economy .,減税 は しばしば 経済 を 刺激 する 重要 な 財政 政策 手段 と し て 使 わ れ る 。,_UNK _UNK _UNK a _UNK of _UNK _UNK _UNK . . _EOS,69.58515727914272,0.16666666666666666,0.13333333333333333
43,the bridge crashed under the pressure .,橋 が 圧力 で 落ち た 。,the _UNK was in . . _EOS,32.91101146927318,0.2857142857142857,0.2857142857142857
44,i know the facts well enough .,私 は その 事実 を 十分 よく 知 っ て い る 。,i am the to the the . . _EOS,19.917607610924552,0.3333333333333333,0.42857142857142855
45,it won &apos;t be easy to find someone capable of taking his place .,彼 の 後 を 継 ぐ だけ の 能力 の あ る 人物 を 見つけ る の は 容易 で は な い だ ろ う 。,it it a a a to what to &apos;s to is . _EOS,35.09828356474003,0.23076923076923078,0.21428571428571427
46,i hurried in order to catch the first train .,私 は 一 番 列車 に 間に合 う よう に 急 い だ 。,i will to be to the the a a a . . _EOS,31.287308396270976,0.3076923076923077,0.4
47,i cannot put up with his idleness any longer .,私 は もはや 彼 の なまけ を 我慢 出来 な い 。,i don &apos;t like him the the . . _EOS,42.315209394135465,0.2,0.2
48,she resembles her aunt .,彼女 は 叔母 に 似 て い る 。,she is her for her . _EOS,51.69046402049634,0.42857142857142855,0.6
49,he earns a good salary .,彼 は い い 給料 を もら っ て い る 。,he is a good good . _EOS,12.731397825135279,0.5714285714285714,0.6666666666666666
50,the boy singing a song is my brother .,歌 を 歌 っ て い る 少年 は 私 の 弟 で す 。,the man man on is is . _EOS,17.4312873045395,0.375,0.3333333333333333
51,she was lying face down on the bed .,彼女 は ベッド の 上 に うつ伏せ に 倒れ て い た 。,she was on on on the the the . . _EOS,13.52974341637562,0.45454545454545453,0.5555555555555556
52,i have an urgent matter to attend to .,急 い で する 事 が あ る 。,there is a in in . . _EOS,133.4036413119426,0.125,0.1111111111111111
53,i had to cancel my trip on account of the strike .,私 は 、 ストライキ の ため に 、 旅行 を 中止 し な けれ ば な ら な かっ た 。,i had to to to the a a . . _EOS,31.67479784196367,0.45454545454545453,0.4166666666666667
54,everyone is not honest .,だれ で も が み な 正直 と は 限 ら な い 。,no no no not not are not are . . . _EOS,113.61796673604466,0.16666666666666666,0.4
55,"if i were in your place , i would lend him a hand .",もし 私 が 君 の 立場 なら 、 彼 を 手伝 っ て や る だ ろ う に 。,"if you you you , , i you you him him . _EOS",38.40764144622191,0.38461538461538464,0.35714285714285715
56,you should cultivate the habit of getting up early .,早起き の 習慣 を 養 う よう に し なさ い 。,take the the _UNK the the the . _EOS,162.47108273810542,0.2222222222222222,0.2
57,i will never forget seeing you .,君 に 会 っ た こと を 私 は 決して 忘れ ま せ ん 。,i will you you you you you . . . _EOS,13.363269614825667,0.36363636363636365,0.5714285714285714
58,have you ever been to canada ?,カナダ へ 行 っ た こと が あ り ま す か 。,have you ever ever ? ? _EOS,7.631262867357703,0.5714285714285714,0.5714285714285714
59,the front of the bus was not crowded .,バス の 前 の ほう は す い て い た 。,there was was of of the . . _EOS,56.241263272546135,0.4444444444444444,0.4444444444444444
60,he was welcomed wherever he went .,彼 は 出かけ た 先々 で 歓迎 さ れ た 。,he was been to he was the . . _EOS,17.836843392533982,0.4,0.5714285714285714
61,he sometimes forgets what he was talking about .,彼 は 自分 が 何 を 話 し て い る か を 時々 忘れ て しま う 。,he will have the he he he he he he . . _EOS,33.8020696847146,0.23076923076923078,0.3333333333333333
62,she is in no humor for task .,彼女 は その 仕事 を する 気分 で は な い 。,she cannot not not the the the . . _EOS,22.96360798985547,0.2,0.25
63,i like baseball .,私 は 野球 が 好き だ 。,i like like baseball . _EOS,4.501409383978311,0.6666666666666666,1.0
64,no person by that name is listed in the register of the school .,その 名 の 人 は 学籍 簿 に 載 っ て ま せ ん 。,the _UNK _UNK _UNK _UNK _UNK _UNK . _EOS,462.91005819491863,0.2222222222222222,0.14285714285714285
65,"if the harvest gets any worse , there could be a famine .",収穫 が もっと 悪 く な れ ば 、 飢饉 が 起こ る か も 知れ な い 。,"if you may you , you you you you you &apos;t you . . _EOS",97.96945842741124,0.2,0.23076923076923078
66,father went red with anger when i behaved rudely towards him .,父 は 私 が 彼 に 対 し て 失礼 な 言動 を と っ た とき 、 怒り で 顔 が 真っ赤 に な っ た 。,my father his his his his his his his his his _UNK his his . . _EOS,94.73768215281561,0.11764705882352941,0.16666666666666666
67,he was standing at the top of the mountain .,彼 は 山 の 頂上 に 立 っ て い ま し た 。,he was his with his his . . _EOS,38.51794220111473,0.3333333333333333,0.3
68,we all like cycling .,私 たち みんな 自転 車 に 乗 る の が 好き で す 。,we are to to to to . . _EOS,148.77225307122725,0.2222222222222222,0.4
69,babies often fall down .,赤ん坊 は よく 転 ぶ 。,it &apos;s often a . . _EOS,105.66655017786434,0.2857142857142857,0.4
70,the question was too difficult to answer .,その 質問 は 難し すぎ て 答え られ な かっ た 。,the were was was with the the . . _EOS,10.40427043287636,0.3,0.375
71,she looks like a teacher .,彼女 は 教師 の よう に 見え る 。,she looks have a a a . . _EOS,9.638716894094921,0.4444444444444444,0.6666666666666666
72,&quot; weren &apos;t you there ? &quot; asked mr jordan .,ジョーダン さん は 「 授業 に 出 て い な かっ た の で す か 」 と たずね た 。,when was that was to a a a . _EOS,29.537284722536835,0.1,0.09090909090909091
73,"&quot; anything else ? &quot; &quot; no , that &apos;s all . &quot;",「 ほか に 何 か 要 り ま す か 」 「 それ だけ で 結構 で す 」,&quot; do you you ? ? &quot; &quot; &quot; &quot; &quot; &quot; &quot; . _EOS,31.972207043865808,0.4,0.46153846153846156
74,worry affected his health .,気 苦労 が 彼 の 体 に 響 い た 。,the _UNK his his his . . _EOS,291.99600896392633,0.25,0.4
75,he explained it at length .,彼 は それ を 詳し く 説明 し だ し た 。,he _UNK it it it . _EOS,12.392966828976778,0.42857142857142855,0.5
76,"&quot; cheer up , &quot; she said to me .",「 元気 を 出 し なさ い 」 と 彼女 は 私 に 言 い ま し た 。,"&quot; you i , , you you the . . _EOS",18.196227527698618,0.2727272727272727,0.3
77,i &apos;m not really familiar with computers .,本当 を 言 う と 、 コンピューター に は 詳し く な い の で す 。,"it is the , , i the to . . . _EOS",110.27392392461873,0.16666666666666666,0.25
78,i want to chill the wine more .,ワイン を もっと 冷や し た い 。,i want to to the the the the . . _EOS,27.78194732674487,0.45454545454545453,0.625
79,"she is in a temper , because she missed her usual train in the subway and had to walk to work .",彼女 は 機嫌 が 悪 い と い う の も 、 いつ も 地下 鉄 に 乗 り 遅れ 仕事 場 まで 歩 く 羽目 に な っ た から だ 。,she got the she the she the she was a . . _EOS,131.64623838612036,0.38461538461538464,0.22727272727272727
80,it said rain from this evening .,夕方 から 雨 だ って い っ て い た よ 。,the the from from the the the . . _EOS,81.76293196338499,0.2,0.2857142857142857
81,by tomorrow morning all the world will have been covered with snow .,あす の 朝 まで に は 一面 の 銀 世界 に な っ て い る だ ろ う 。,the the _UNK _UNK _UNK _UNK _UNK the the . . _EOS,212.94696399749552,0.16666666666666666,0.15384615384615385
82,"had i known it , i would have told you .",知 っ て い れ ば 教え て あげ た ん だ けど 。,i you know you know i you . . _EOS,47.81930241679152,0.4,0.36363636363636365
83,ignorance is bliss .,無知 は 幸福 。,_UNK is a _UNK . _EOS,196.75486117621526,0.3333333333333333,0.5
84,what a waste of your lawyer qualifications !,せっかく 弁護 士 の 資格 が あ る の に もったい な い 。,there is a to the the the the . . _EOS,192.781804539908,0.09090909090909091,0.125
85,make the best of your small income .,少な い 収入 を でき る 限り いか し た い 。,i have to have a when with in it . . _EOS,372.41581533028847,0.08333333333333333,0.125
86,may i call on you some day ?,いつ か あなた を 訪問 し て も い い で す か 。,may you you your your with ? ? _EOS,12.744534837260591,0.3333333333333333,0.375
87,i didn &apos;t know whether to stay here or go to london .,私 は ここ に とどま る べ き か ロンドン へ 行 く べ き か 分か ら な かっ た 。,i had to go to to to the to . . _EOS,25.726505469705334,0.4166666666666667,0.38461538461538464
88,dan is often scolded by his mother .,ダン は よく お 母 さん に しか ら れ る 。,_UNK _UNK _UNK _UNK to _UNK . . _EOS,16.170353278847145,0.1111111111111111,0.125
89,george is quite talkative .,ジョージ は とても 話 好き だ 。,she is very very . . _EOS,31.77506454397844,0.2857142857142857,0.4
90,there are cases where the system doesn &apos;t go .,システム が 作動 し な い 場合 が あ る 。,there is a _UNK _UNK . _EOS,179.23661658197415,0.2857142857142857,0.2
91,she goes to the movies once a week .,彼女 は 毎週 １ 回 映画 を 見 に 行 く 。,she often often often a a a a . . _EOS,17.404237603816302,0.2727272727272727,0.3333333333333333
92,he is fine and gentle .,彼 は とって も やさし い よ 。,he is good . . _EOS,29.349418923276712,0.5,0.5
93,i am almost 180 centimeters tall .,私 は ほとんど １８０ センチ で す 。,i like the _UNK _UNK . _EOS,13.304258007347018,0.2857142857142857,0.2857142857142857
94,he resembles his mother .,彼 は 母親 に 似 て い る 。,he is for for . _EOS,14.671634072086611,0.3333333333333333,0.4
95,tokyo is by far the largest city in japan .,東京 は だんぜん 日本 で 一番 大き い 都市 で す 。,i is a _UNK _UNK _UNK _UNK _UNK . _EOS,35.73156118977049,0.2,0.2
96,"if you wish to get on in the world , you must not shrink from effort .",出世 し た い の なら 、 努力 を おそれ て は な ら な い 。,"i don &apos;t like to , , i _UNK a a _UNK _UNK . . _EOS",45.6059778150827,0.1875,0.17647058823529413
97,"&quot; it &apos;s still shallow , eh . my feet still touch the bottom . &quot; &quot; it &apos;s quite a shallow beach . yotsuba , you can still touch the bottom can &apos;t you ? &quot;",「 まだ 浅 い ね 。 足 とど く 」 「 結構 遠浅 だ な 。 よ つば も まだ 足 つ く だ ろ 」,&quot; _UNK _UNK _UNK _UNK &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; &quot; . &quot;,36.940710539422945,0.25,0.13513513513513514
98,my grandfather hopes that i will enter college .,私 の お じい ちゃん は 私 が 大学 に 行 く こと を 望 ん で い る 。,my father is to to my to . . _EOS,31.692314000241097,0.2,0.2222222222222222
99,it &apos;s easy to lose track of time when you are in las vegas .,ラスベガス が い る と 時間 が 経 つ の を 忘れ る 。,we _UNK are to on on the . . _EOS,171.8682448076769,0.3,0.2
100,he glared at me fiercely .,彼 は 非常 な 剣幕 で 私 を にらみ付け た 。,he _UNK his _UNK _UNK _UNK . _EOS,8.584053924219026,0.25,0.3333333333333333
101,a fence between makes love more keen .,間 の 垣根 が 恋 を いっそう 燃え立 た せ る 。,a _UNK the the the the the the . _EOS,110.93101868580935,0.2,0.25
102,caroline knows better than to spend all her money on clothes .,キャロライン は すべて の お 金 を 洋服 に 使 う ほど 愚か で は な い 。,it is not a to to money money money a . . _EOS,45.16119700811194,0.23076923076923078,0.25
103,he has just been appointed the u.s. ambassador to japan .,彼 は 駐日 アメリカ 大使 に 命 じ られ た ばかり で す 。,he is as at _UNK _UNK _UNK . _EOS,61.574852158277096,0.2222222222222222,0.18181818181818182
104,she married to the kind of man you would expect her to pick .,彼女 なら 当然 選 び そう な 人 と 彼女 は 結婚 し た 。,it was her i she she she she she she she she she she she she . _EOS,126.83243233633917,0.16666666666666666,0.21428571428571427
105,i met my friend on the street .,昨日 通り で 友人 に 会 っ た 。,i met yesterday yesterday . _EOS,31.566133924822502,0.5,0.375
106,liquor will have an effect on a person .,お 酒 を 飲 む と 影響 が 出 る もの だ 。,a is and and you you . . . _EOS,66.30106395973266,0.2,0.2222222222222222
107,i believe in you .,君 を 信頼 し て い る 。,you are you you . _EOS,8.253147255765507,0.3333333333333333,0.4
108,our train went at 200 kilometers an hour .,我々 の 列車 は 時速 ２００ キロ で 走 っ た 。,our _UNK was _UNK _UNK _UNK . _EOS,50.6125017187537,0.25,0.2222222222222222
109,we are crying .,私 たち は 泣 い て い る の 。,we are very . . _EOS,8.50221586359459,0.5,0.75
110,she caught her breath .,彼女 は 息 を 飲 ん だ 。,she is a her her . . _EOS,42.26939385711253,0.375,0.6
111,you must not smoke till you grow up .,君 たち は 大人 に な る まで タバコ を 吸 っ て は いけ な い 。,you should to to to to to to . . . _EOS,37.465949811804414,0.16666666666666666,0.2222222222222222
112,he tapered off to one cigarette a day .,彼 は たばこ を 一 日 一 本 に 減ら し て い っ た 。,he was his to his on day . _EOS,21.51479388477374,0.4444444444444444,0.4444444444444444
113,your daughter &apos;s on drugs .,貴殿 の 娘 さん は 麻薬 漬け で す 。,the _UNK _UNK is is _UNK _UNK . _EOS,60.58180285346453,0.1111111111111111,0.16666666666666666
114,let &apos;s put her in charge of that .,彼女 を その 任務 に 就け よう 。,she _UNK the her her _UNK . _EOS,36.72165641587835,0.25,0.2222222222222222
115,a travel agent arranged everything for our trip .,ある 旅行 会社 が 我々 の 旅行 の 手配 を 全部 し て くれ た 。,it was a the the the the the the in the the . . _EOS,287.37443001936236,0.13333333333333333,0.2222222222222222
116,she may well be proud of her son .,彼女 が 息子 を 自慢 する の も もっとも だ 。,she she son her son son son son . _EOS,6.491777189871737,0.4,0.4444444444444444
117,the pain shoots into my right leg .,痛み が 右脚 に 走 り ま す 。,the _UNK _UNK _UNK . _EOS,150.76397003374908,0.3333333333333333,0.25
118,the list of participants is as follows .,参加 者 の リスト は 次 の とおり で す 。,the _UNK _UNK _UNK a _UNK . . _EOS,21.137522015044592,0.2222222222222222,0.25
119,she will often go shopping on holidays .,彼女 は 休日 に な る と よく 買い物 に 行 き ま す 。,she will go to to you you to . . _EOS,24.38534673674931,0.36363636363636365,0.5
120,i spent all yesterday afternoon cleaning my room .,昨日 の 午後 は ずっと 、 私 の 部屋 を 掃除 する の に 費や し た 。,this of of of my my my in my room . . _EOS,111.73410734946626,0.23076923076923078,0.3333333333333333
121,something is always going wrong with the machine .,その 機械 は いつ も どこ か 故障 ばかり し て い る 。,that is always always the on . . _EOS,22.120580934291475,0.4444444444444444,0.4444444444444444
122,please check if the meat is being roasted at the right heat .,焼き肉 の 火 加減 を 見 なさ い 。,look the the the the the . _EOS,133.6260519465752,0.375,0.23076923076923078
123,i asked her to marry me and she accepted .,彼女 に 結婚 し て くれ な い か と 言 っ たら 彼女 は 承知 し て くれ た 。,she she she she she she she me me to he to her . _EOS,59.791876920915016,0.3333333333333333,0.5
124,would you be kind enough to tell me the truth ?,本当 の こと を おっしゃ っ て いただけ ま せ ん か 。,do you know the it true it ? _EOS,29.244208557679354,0.3333333333333333,0.2727272727272727
125,his father breathed his last this morning .,彼 の 父 は 今朝 息 を 引き取 り ま し た 。,his father was his his . . _EOS,16.073187633732182,0.5,0.5
126,she tried to commit suicide .,彼女 は 自殺 を し よう と し た 。,she _UNK her her . . _EOS,5.2686143628354065,0.2857142857142857,0.3333333333333333
127,he lost his way in the woods .,彼 は 森 で 迷 っ た 。,he went with the a . . _EOS,26.60548204987502,0.375,0.375
128,"if my wife calls , just tell her i &apos;m in an important meeting and cannot be disturbed .",妻 が 電話 し て き た ら 、 私 は 重要 な 会議 中 で 出 られ な い と 言 っ て くださ い 。,"if i the that i i i i i , not , a i not to . . _EOS",64.84770173559839,0.21052631578947367,0.21052631578947367
129,we often eat foods which are harmful to our health without knowing it .,私 たち は 健康 に 有害 な 食品 を 知 ら ず に 食べ て い る 事 が よく あ る 。,we have have _UNK to to of of of . . _EOS,78.86984792196807,0.25,0.21428571428571427
130,i don &apos;t know how to cook too many things .,料理 の レパートリー は 限 ら れ て る の 。,the _UNK are are _UNK . _EOS,3261.5161811622593,0.14285714285714285,0.09090909090909091
131,what heading does this book come under ?,この 本 は 何 の 項目 に 入 り ま す か 。,what this book this book this this ? _EOS,26.080390916184474,0.4444444444444444,0.5
132,he finally made up his mind to marry the girl he had met in paris .,彼 は パリ 出会 っ た 女性 と 結婚 する 決心 を し た 。,he had a had when when when he again . . _EOS,104.8160399314422,0.3333333333333333,0.25
133,he bothered her with questions .,彼 は 彼女 に うるさ く 質問 し て 困 ら せ た 。,he had me at at the the the . . _EOS,95.69956893765944,0.18181818181818182,0.3333333333333333
134,can you direct me to the nearest subway station ?,最寄り の 地下 鉄 へ 行 く 道 を 教え て くれ ま せ ん か 。,will you me me the the the the the ? ? _EOS,14.8542706239445,0.3333333333333333,0.4
135,"after all is said and done , he was a first @-@ rate novelist .",彼 は 結局 は 一流 の 小説 家 で あ っ た 。,he was a _UNK of _UNK _UNK _UNK . _EOS,227.19003354025278,0.4,0.26666666666666666
136,drivers must observe the traffic rules .,運転 者 は 交通 規則 を 守 ら ね ば な ら な い 。,you must have the the the the . . _EOS,39.019209605270404,0.3,0.42857142857142855
137,he is not so much a politician as a merchant .,彼 は 政治 家 と い う より も むしろ 商人 だ 。,he is better than than is is . . _EOS,50.578708876704546,0.3,0.2727272727272727
138,he acceded to my proposal .,彼 は 私 の 提案 に 同意 し た 。,he gave to my my . . _EOS,7.3162864032889425,0.5,0.6666666666666666
139,don &apos;t press your opinion on me .,自分 の 考え を 僕 に 押しつけ る な 。,don &apos;t help your of his . . _EOS,12.415359949014714,0.4444444444444444,0.5
140,he played tennis .,彼 は テニス を し た 。,he gave his . . _EOS,11.233433269211648,0.3333333333333333,0.5
141,back into the hole where i was born .,薄汚 い 生まれ た 故郷 の 街 に 戻 っ て き た 。,i was a to to to the a the the . . _EOS,136.43394440824594,0.3076923076923077,0.4444444444444444
142,the car ran into a guardrail .,車 は ガードレール に 衝突 し た 。,the car _UNK _UNK in _UNK . _EOS,5.485021199937285,0.375,0.42857142857142855
143,there are enough accidents without asking for one .,注意 し て い て も 事故 は いろいろ 起き て い ま す から ね 。,"it it was a a , , i i , a a . _EOS",224.27504087913206,0.07142857142857142,0.1111111111111111
144,neither of his students passed the exam .,彼 の 教え子 の 中 で その 試験 に 合格 し た 者 は い な かっ た 。,it was no not the his his his his . . _EOS,260.77777896571064,0.25,0.375
145,my tape recorder is compatible with your amplifier .,私 の テープ レコーダー は 君 の アンプ に も つなげ られ る 。,my _UNK _UNK _UNK _UNK _UNK _UNK . _EOS,4.672066815088315,0.2222222222222222,0.2222222222222222
146,he was injured in a railway accident .,彼 は 列車 事故 で けが を し た 。,he took a the in in . . _EOS,15.726282411969441,0.4444444444444444,0.5
147,the batter struck out swinging .,バッター は 空振り の 三振 を し た 。,_UNK _UNK _UNK the _UNK . _EOS,9.152195462738565,0.2857142857142857,0.3333333333333333
148,"death is certain to all , all shall die .",死 は 万 人 に 来る べ き もの 、 すべて 人 は 死 す べ き もの な り 。,"it is to to to , , , , and and are . . _EOS",110.7689177838458,0.26666666666666666,0.4
149,i really enjoyed myself tonight .,今日 は 楽し かっ た 。,i was it to today . _EOS,35.634180275573144,0.2857142857142857,0.3333333333333333
150,i had written the letter when he came .,彼 が 来 た とき は 私 は その 手紙 を 書 き 終え て い た 。,he had that when he when he had . _EOS,14.879777513667925,0.4,0.4444444444444444
151,"then , at last , the policeman lowered his arm .",そして 、 ようやく その 警官 は 腕 を 下げ た 。,the the the the the the the the . . _EOS,40.503640854536876,0.18181818181818182,0.18181818181818182
152,we kept on working for hours without eating anything .,我々 は 何 も 食べ ず に 何 時間 も 働 き 続け た 。,we have to to to as as as . . _EOS,40.678453638352416,0.18181818181818182,0.2
153,we talked over our problems .,私 達 は 、 自ら の 問題 に つ い て 話し合 っ た 。,we _UNK on on the . . _EOS,28.32839162439293,0.25,0.3333333333333333
154,we had a very vigorous debate .,私 たち は とても 活発 な 討論 を し た 。,we were very very very _UNK . _EOS,4.145515593597557,0.375,0.42857142857142855
155,i prefer spring to fall .,秋 より 春 の ほう が 好き だ 。,i like like more than . _EOS,25.44909260922322,0.2857142857142857,0.3333333333333333
156,it is too far to go on foot from here to the hotel . better take a taxi .,ここ から ホテル まで 徒歩 で 行 く に は 遠 すぎ ま す 。 タクシー に お 乗 り なさ い 。,get on to to be go to the the the this this this . . . _EOS,33.309433636886034,0.4117647058823529,0.3684210526315789
157,everyone always speaks well of tony .,みんな いつ も トニー を ほめ る 。,i always always _UNK a . _EOS,84.18901681106105,0.2857142857142857,0.2857142857142857
158,all of these abilities are passed on to us by genetic transmission ; we receive them by way of the genes that we inherit from our parents .,後者 の 能力 は すべて 遺伝 に よ っ て 私 達 に 伝え られ る 。 つまり 、 親 から 受け つ ぐ 遺伝 子 を 通 し て 私 たち は そう し た 能力 を 受け取 る の で あ る 。,the _UNK of _UNK _UNK is to to to to to to to to to a a _UNK . .,42.133610178577094,0.2,0.14285714285714285
159,"in other words , i don &apos;t like to work with him .",言い換え れ ば 、 私 は 彼 と 働 き た く な い 。,"_UNK , i i to to to to to . . . _EOS",21.40653504933577,0.3076923076923077,0.3076923076923077
